ID,INSERTED_AT,UPDATED_AT,TRANSACTION_ID,NEW_STATE,TRANSITIONED_AT,_FIVETRAN_DELETED,_FIVETRAN_SYNCED
69539f0e-034a-4053-98f8-8b24ba49c59f,2024-10-10 15:48:00.549 Z,2024-10-10 15:48:00.549 Z,9f9e3936-180d-4ad1-9751-ff1e352d817b,expired,2024-10-10 15:48:00.549 Z,false,2024-10-10 17:59:50.337 Z
3ac982c2-6218-462d-847e-c202ad1c85cd,2024-10-10 16:02:00.845 Z,2024-10-10 16:02:00.845 Z,067edea9-3384-49ee-9da5-dfe43fdd5482,expired,2024-10-10 16:02:00.845 Z,false,2024-10-10 17:59:50.337 Z
91cd18a6-6664-4178-a58d-c32d51545e62,2024-10-10 15:35:00.437 Z,2024-10-10 15:35:00.437 Z,21e37a9b-2799-4aad-b4f1-f37646a70cd7,expired,2024-10-10 15:35:00.437 Z,false,2024-10-10 17:59:50.336 Z
a3031f36-ffc6-4345-b0da-bdf4932e5eb5,2024-07-26 00:25:10.872 Z,2024-07-26 00:25:10.872 Z,d1da75a1-7f62-4930-8387-9d00f819e7c6,pending_approval,2024-07-26 00:25:07.500 Z,false,2024-10-09 20:40:50.252 Z
73f7e9d4-ef8d-4bad-9df8-e926e137a020,2024-07-30 15:28:13.340 Z,2024-07-30 15:28:13.340 Z,7ab998db-4e91-4ff8-8f0a-dca81c4a5542,pending_approval,2024-07-30 15:28:13.340 Z,false,2024-10-09 20:40:50.253 Z
469de7da-9a1b-4207-bcdf-5b1ddbed1a4f,2024-07-24 23:24:01.556 Z,2024-07-24 23:24:01.556 Z,49095f21-06bc-4dc5-b942-ad3ad77bea66,closed_paid,2024-07-22 23:23:53.000 Z,false,2024-10-09 20:40:50.252 Z
8dd9073e-c6cb-41b7-9e60-9554c450467c,2024-08-08 01:47:14.858 Z,2024-08-08 01:47:14.858 Z,d3ee9663-0916-42d1-9d00-15f8f05f51c6,cancelled,2024-08-08 01:47:14.857 Z,false,2024-10-09 20:40:50.257 Z
34ec4452-2163-4a85-80b0-f1a18453e4c3,2024-08-02 02:05:21.765 Z,2024-08-02 02:05:21.765 Z,b34ec7a9-2413-444b-a745-4307d7c612f4,bid_accepted,2024-08-02 02:05:21.765 Z,false,2024-10-09 20:40:50.256 Z
1956913a-eea8-4c99-84f5-26e147e91ce8,2024-08-07 17:52:09.116 Z,2024-08-07 17:52:09.116 Z,4b32946e-a489-4755-9382-907a499f50f3,bid_accepted,2024-08-07 17:52:09.116 Z,false,2024-10-09 20:40:50.257 Z
c6ecdc5c-e985-408c-8bcb-30b320db5542,2024-10-01 18:00:03.244 Z,2024-10-01 18:00:03.244 Z,0eec803c-cdb2-4280-a10b-0a8747b1cb92,pending_approval,2024-10-01 17:59:53.000 Z,false,2024-10-09 20:40:50.259 Z
2ef33be1-e9e7-416e-99ae-19cd220fd7f9,2024-07-31 17:21:52.456 Z,2024-07-31 17:21:52.456 Z,d65fe873-0691-481d-931d-5e94cea40877,pending_approval,2024-07-31 17:21:52.455 Z,false,2024-10-09 20:40:50.254 Z
bb735eca-ecb5-4f7d-b9fd-41a50450fe10,2024-07-18 14:35:23.999 Z,2024-07-18 14:35:23.999 Z,75e8ba0e-764d-4992-a5d4-7fec57eab8e4,bid_accepted,2024-07-18 14:35:23.998 Z,false,2024-10-09 20:40:50.247 Z
d280e90f-6e29-4d14-a140-a59dd7da0f19,2024-08-20 20:13:40.626 Z,2024-08-20 20:13:40.626 Z,b2b113c1-d6f4-4daa-94a1-bd314fbbf212,bid_accepted,2024-08-20 20:13:40.626 Z,false,2024-10-09 20:40:50.241 Z
bdac9762-653a-496a-824c-0c7562f16704,2024-08-07 20:27:53.948 Z,2024-08-07 20:27:53.948 Z,6ebeee69-ca0c-4750-9320-b53c6874a24f,pending_approval,2024-08-07 20:27:53.947 Z,false,2024-10-09 20:40:50.257 Z
2870a518-5082-4021-b5a8-1e871041c714,2024-09-26 16:01:21.482 Z,2024-09-26 16:01:21.482 Z,067edea9-3384-49ee-9da5-dfe43fdd5482,bid_accepted,2024-09-26 16:01:21.482 Z,false,2024-10-09 20:40:50.259 Z
4e2d45ce-10e6-4db3-90b5-5a9ff0d6f5a6,2024-08-23 01:58:32.280 Z,2024-08-23 01:58:32.280 Z,9c5d4887-e68d-43a6-a6c4-1c279cd2fee4,pending_approval,2024-08-23 01:58:32.280 Z,false,2024-10-09 20:40:50.250 Z
f38078a4-d177-480d-a363-f27c54b4b5c6,2024-09-26 23:43:06.275 Z,2024-09-26 23:43:06.275 Z,80c0f15b-d999-4b16-96c0-f73b906ccad8,bid_accepted,2024-09-26 23:43:06.275 Z,false,2024-10-09 20:40:50.259 Z
b23110b4-b9f8-4f1b-b44c-607228dacf78,2024-08-02 18:37:33.569 Z,2024-08-02 18:37:33.569 Z,3938fb85-1e60-4c33-b43c-db5046113ff4,closed_paid,2024-07-31 18:37:28.000 Z,false,2024-10-09 20:40:50.256 Z
fe2cb0b1-c3bc-41d0-a46d-001b75f391f4,2024-08-25 01:18:44.634 Z,2024-08-25 01:18:44.634 Z,e6091a60-c1ab-4aeb-9c6e-d7e52e578a1a,bid_accepted,2024-08-25 01:18:44.634 Z,false,2024-10-09 20:40:50.249 Z
cd5c5e6d-a67e-4661-857b-1efb00fa1dc2,2024-08-06 18:57:50.922 Z,2024-08-06 18:57:50.922 Z,637ca625-1477-48a3-9728-55cf23e12cc9,cancelled,2024-08-06 18:57:50.922 Z,false,2024-10-09 20:40:50.256 Z
06a34c29-4ac3-48d0-b25b-48e0e5f5593d,2024-07-16 22:43:43.146 Z,2024-07-16 22:43:43.146 Z,a58c016b-bf23-4690-835a-1338650b0685,bid_accepted,2024-07-16 22:43:43.146 Z,false,2024-10-09 20:40:50.247 Z
9a5969a1-d342-443c-a19d-c5f5ba4ac111,2024-08-21 05:37:00.767 Z,2024-08-21 05:37:00.767 Z,28b9d197-50c4-4e4e-839b-d834eae03a3b,expired,2024-08-21 05:37:00.767 Z,false,2024-10-09 20:40:50.258 Z
3965c2bf-f0b5-4a1b-8ef4-ae1fa86bb88a,2024-10-04 23:00:38.673 Z,2024-10-04 23:00:38.673 Z,b745a5c3-b60f-4095-952e-07a7fec26e94,bid_accepted,2024-10-04 23:00:38.673 Z,false,2024-10-09 20:40:50.259 Z
0cdfaa47-80d3-47d4-97d5-a116ac1bd737,2024-07-23 16:48:11.867 Z,2024-07-23 16:48:11.867 Z,a76597e9-6027-4548-88b5-57b04000e8b8,pending_approval,2024-07-23 16:48:11.867 Z,false,2024-10-09 20:40:50.251 Z
08292719-850d-4063-805c-00892f88bb37,2024-07-24 13:57:58.289 Z,2024-07-24 13:57:58.289 Z,6c06e662-bd37-432c-b848-7d0012b20d5e,bid_accepted,2024-07-24 13:57:58.288 Z,false,2024-10-09 20:40:50.251 Z
eec928e9-0383-4bca-a5ef-69b210af2133,2024-08-18 20:38:41.870 Z,2024-08-18 20:38:41.870 Z,bb61c91c-8c81-436b-a24c-178873ec2d7b,bid_accepted,2024-08-18 20:38:41.870 Z,false,2024-10-09 20:40:50.258 Z
3ace061b-9a4e-476d-afed-cde6a42c17a4,2024-08-14 16:13:14.245 Z,2024-08-14 16:13:14.245 Z,3ea241df-95e5-4d33-9762-4883541922e8,pending_approval,2024-08-14 16:13:14.245 Z,false,2024-10-09 20:40:50.250 Z
85011fc1-dc61-4709-bb79-6260cb17dbec,2024-07-31 16:08:36.578 Z,2024-07-31 16:08:36.578 Z,75b9a8e2-0b3f-4919-893b-1e2e92ed2bd6,pending_approval,2024-07-31 16:08:19.457 Z,false,2024-10-09 20:40:50.254 Z
a26c1fbb-7ed3-4111-8e9c-4fc3d59ee0a9,2024-07-19 01:22:33.281 Z,2024-07-19 01:22:33.281 Z,e28f3c15-39df-41f2-9a16-92de4a4adc03,cancelled,2024-07-19 01:22:33.281 Z,false,2024-10-09 20:40:50.248 Z
b709b284-2b35-489e-8fc2-12de7a07924e,2024-08-24 02:14:52.869 Z,2024-08-24 02:14:52.869 Z,14f288e6-2ccd-4c15-9323-bd8e07bb38c9,pending_approval,2024-08-24 02:14:52.868 Z,false,2024-10-09 20:40:50.254 Z
6a176eaf-2be0-4d06-b699-7290cc4090dc,2024-08-13 11:22:37.374 Z,2024-08-13 11:22:37.374 Z,46097553-4132-4232-9fb8-b73b9b123e61,bid_accepted,2024-08-13 11:22:37.374 Z,false,2024-10-09 20:40:50.245 Z
3f227661-bd59-4d3d-8d27-bf134f3a9cde,2024-08-26 15:50:08.546 Z,2024-08-26 15:50:08.546 Z,10462085-7826-4fc1-a066-fce021290884,bid_accepted,2024-08-26 15:50:08.545 Z,false,2024-10-09 20:40:50.245 Z
e385eb92-e2ab-4b72-9dea-ec88475926cd,2024-10-09 19:42:47.644 Z,2024-10-09 19:42:47.644 Z,a5aa025f-69fd-4faf-a55f-fb3631b031e4,bid_accepted,2024-10-09 19:42:47.644 Z,false,2024-10-09 20:40:50.259 Z
48dfaf52-3094-4112-b03a-d81df3130448,2024-09-26 20:11:59.694 Z,2024-09-26 20:11:59.694 Z,70c0797b-f88d-4663-a62a-0c6c8f3c4e34,bid_accepted,2024-09-26 20:11:59.694 Z,false,2024-10-09 20:40:50.259 Z
38af1bdd-33ea-435f-8123-ca07678ec24d,2024-07-18 01:16:43.651 Z,2024-07-18 01:16:43.651 Z,1088ce13-dbfe-4377-b815-7946edc18f5d,cancelled,2024-07-18 01:16:43.651 Z,false,2024-10-09 20:40:50.247 Z
19a7518b-dc3d-4d49-8deb-9e294a176158,2024-07-18 17:45:39.542 Z,2024-07-18 17:45:39.542 Z,b6888864-c2bb-44e3-84f3-3ea846b12703,bid_accepted,2024-07-18 17:45:39.541 Z,false,2024-10-09 20:40:50.247 Z
fe0fdefa-18ea-47b9-ab17-92e868f0471f,2024-08-26 15:15:14.499 Z,2024-08-26 15:15:14.499 Z,a34dd7de-00fc-44da-b52a-2c91c4417889,bid_accepted,2024-08-26 15:15:14.498 Z,false,2024-10-09 20:40:50.250 Z
ed0d8c04-f594-4ad8-bebc-a29446b3e225,2024-08-07 15:34:25.586 Z,2024-08-07 15:34:25.586 Z,1f9a0f7c-4506-43db-bd39-4855518cbf4f,pending_approval,2024-08-06 15:33:59.000 Z,false,2024-10-09 20:40:50.257 Z
5d6be884-5b83-4a25-a950-a86fdb4937b8,2024-07-23 20:27:59.412 Z,2024-07-23 20:27:59.412 Z,18092c1a-92bc-4d95-b7b9-8cb894283563,bid_accepted,2024-07-23 20:27:59.412 Z,false,2024-10-09 20:40:50.251 Z
c7e3d8c6-adfa-4c0c-af54-3b47f31af6ca,2024-07-24 16:28:12.503 Z,2024-07-24 16:28:12.503 Z,d287c068-88c0-4825-ba0e-ece315af80b3,bid_accepted,2024-07-24 16:28:12.503 Z,false,2024-10-09 20:40:50.251 Z
550a632f-a8bc-4442-bf67-ae7abd52b41a,2024-08-05 20:54:56.148 Z,2024-08-05 20:54:56.148 Z,0805d6c6-4c40-4e49-94dc-ecc6e3cc4212,bid_accepted,2024-08-05 20:54:56.148 Z,false,2024-10-09 20:40:50.256 Z
5310ba5e-9f5e-4e08-a70f-2c867164e500,2024-08-02 19:51:57.322 Z,2024-08-02 19:51:57.322 Z,d7dd7795-ad71-4d11-a284-d78999476602,bid_accepted,2024-08-02 19:51:57.322 Z,false,2024-10-09 20:40:50.256 Z
37ae50a3-2eb2-4cfd-a617-a26da91712be,2024-08-12 18:31:05.099 Z,2024-08-12 18:31:05.099 Z,32672fb9-7fcd-4394-88f3-255b3eadf068,pending_approval,2024-08-12 18:31:05.098 Z,false,2024-10-09 20:40:50.194 Z
83b62c3a-e634-4da3-a89b-d5e2cf6edd69,2024-08-15 14:47:43.703 Z,2024-08-15 14:47:43.703 Z,e467adfa-075b-4a7b-8c81-2a25fc32e60a,closed_paid,2024-08-09 14:45:38.000 Z,false,2024-10-09 20:40:50.255 Z
8e080fff-8d60-42d4-929a-a4f740cc98c1,2024-09-26 00:39:23.842 Z,2024-09-26 00:39:23.842 Z,97976f7b-d5ce-4c74-8b64-271b254079e4,expired,2024-09-26 00:39:23.842 Z,false,2024-10-09 20:40:50.258 Z
16843cdc-8495-46de-8dfa-a9ef2940b696,2024-07-16 16:33:56.886 Z,2024-07-16 16:33:56.886 Z,3b3a845d-cbc3-433c-9dba-f2da9a16c532,bid_accepted,2024-07-16 16:33:56.886 Z,false,2024-10-09 20:40:50.246 Z
a47615dc-01b1-435c-bf3b-bad6f7c53069,2024-10-09 19:56:06.775 Z,2024-10-09 19:56:06.775 Z,412a0bb1-74d5-4aa7-adf9-3a816ed2ce1a,bid_accepted,2024-10-09 19:56:06.775 Z,false,2024-10-09 20:40:50.259 Z
eea4814b-572d-4e61-8c19-5812c517c2e3,2024-07-31 18:16:04.619 Z,2024-07-31 18:16:04.619 Z,68bbb642-74b3-493d-bd62-214ec7772c77,cancelled,2024-07-31 18:16:04.619 Z,false,2024-10-09 20:40:50.254 Z
8e233319-1a70-4fa7-a2d8-e3f8f5415089,2024-10-07 17:43:08.388 Z,2024-10-07 17:43:08.388 Z,42f578c7-ec43-46a0-b135-20ed93cd99c6,cancelled,2024-10-07 17:43:08.388 Z,false,2024-10-09 20:40:50.259 Z
159467f2-e22a-4f61-9709-2bb49398e993,2024-07-17 19:23:33.763 Z,2024-07-17 19:23:33.763 Z,ee6fe5be-14ae-4462-94b9-d12a2ffb8046,cancelled,2024-07-17 19:23:33.763 Z,false,2024-10-09 20:40:50.247 Z
43e5822e-c3ec-441d-94a8-23d6de034818,2024-08-27 19:58:11.836 Z,2024-08-27 19:58:11.836 Z,df2859ac-8093-4411-8b88-6b6d3b3ce019,closed_paid,2024-08-26 19:55:50.000 Z,false,2024-10-09 20:40:50.258 Z
7a274242-6fa3-4d30-bde3-89014a2ae8c7,2024-08-19 21:45:04.412 Z,2024-08-19 21:45:04.412 Z,e76ffa92-3659-4012-b094-8cdc30f0ebbc,bid_accepted,2024-08-19 21:45:04.412 Z,false,2024-10-09 20:40:50.249 Z
3b2609e0-4798-40b9-9592-cd8969e48bce,2024-08-22 16:42:24.831 Z,2024-08-22 16:42:24.831 Z,32aa9e2e-0af6-4bdf-864f-07f0a52d30aa,closed_paid,2024-08-21 16:42:21.000 Z,false,2024-10-09 20:40:50.245 Z
77ffe096-2db5-473f-9f1f-5a3c72c55a05,2024-08-06 14:43:06.629 Z,2024-08-06 14:43:06.629 Z,c846451d-0652-4a54-a5c8-28f9d24bdf09,bid_accepted,2024-08-06 14:43:06.629 Z,false,2024-10-09 20:40:50.256 Z
006be019-b54b-4b09-bf8f-0ff9ffd73993,2024-08-07 17:16:08.348 Z,2024-08-07 17:16:08.348 Z,93d07812-e9ce-472a-80b4-b28f3eace633,cancelled,2024-08-07 17:16:08.348 Z,false,2024-10-09 20:40:50.257 Z
aa0cfc20-e72d-4e81-b0f9-5011fca7a213,2024-08-14 06:20:37.558 Z,2024-08-14 06:20:37.558 Z,e362dc38-12f9-4912-bba7-6c4f9e5774ec,bid_accepted,2024-08-14 06:20:37.557 Z,false,2024-10-09 20:40:50.247 Z
94c252c0-7880-491a-b21e-8216486ea5c1,2024-09-30 21:51:58.312 Z,2024-09-30 21:51:58.312 Z,92c0565c-8a8c-48a4-88fb-1ebaf0cd200b,closed_paid,2024-09-30 21:51:55.902 Z,false,2024-10-09 20:40:50.259 Z
c53ff69a-3d41-413d-8734-665abec76836,2024-07-30 21:31:35.045 Z,2024-07-30 21:31:35.045 Z,b94e4eb2-72e8-4240-b5ff-267b946f84c5,cancelled,2024-07-30 21:31:35.045 Z,false,2024-10-09 20:40:50.254 Z
8bc1a7ae-5265-4b60-81fd-7020027ca445,2024-08-01 23:04:50.716 Z,2024-08-01 23:04:50.716 Z,0875d73f-4793-4975-9160-63d44e69da4f,bid_accepted,2024-08-01 23:04:50.716 Z,false,2024-10-09 20:40:50.256 Z
23f81b5d-8f94-4127-b0d2-4baf667d852b,2024-07-22 23:49:56.465 Z,2024-07-22 23:49:56.465 Z,24b0ec80-4109-4a79-9aa9-820b6334bb58,cancelled,2024-07-22 23:49:56.465 Z,false,2024-10-09 20:40:50.251 Z
4573e858-e2ea-4fc0-b62f-507a87f8891d,2024-07-29 19:20:34.878 Z,2024-07-29 19:20:34.878 Z,3938fb85-1e60-4c33-b43c-db5046113ff4,pending_approval,2024-07-25 02:31:27.000 Z,false,2024-10-09 20:40:50.253 Z
7f5d323e-e476-4bf5-88ac-30633be3a898,2024-07-17 17:26:00.859 Z,2024-07-17 17:26:00.859 Z,2f84adbb-c6e8-4c2d-ad3e-ad109159e793,cancelled,2024-07-17 17:26:00.859 Z,false,2024-10-09 20:40:50.247 Z
c0235200-a65d-42d3-881e-d0e4f6eff7c4,2024-07-29 14:00:51.184 Z,2024-07-29 14:00:51.184 Z,7bb91c35-2fed-465b-9cee-32c7ff3e1c01,pending_approval,2024-07-29 14:00:51.184 Z,false,2024-10-09 20:40:50.253 Z
f3aa0e4d-0238-4a32-9887-52eac1562354,2024-07-28 20:13:28.151 Z,2024-07-28 20:13:28.151 Z,1d7020f2-4a15-426f-a309-0c394b9774a3,cancelled,2024-07-28 20:13:28.151 Z,false,2024-10-09 20:40:50.253 Z
0cf13c40-310f-47ac-9576-2784a95323c3,2024-08-22 22:40:32.191 Z,2024-08-22 22:40:32.191 Z,81c27c51-f80a-4d56-9070-705003655795,pending_approval,2024-07-19 21:53:30.000 Z,false,2024-10-09 20:40:50.255 Z
f8bf8d36-e973-4ed3-9d12-5def286d2b6f,2024-09-26 00:39:03.211 Z,2024-09-26 00:39:03.211 Z,5189a59f-7881-450e-8a77-75519fecc911,expired,2024-09-26 00:39:03.211 Z,false,2024-10-09 20:40:50.258 Z
97579f8e-c84b-4aa3-9968-b04afd08274b,2024-08-13 02:52:15.748 Z,2024-08-13 02:52:15.748 Z,09467a0b-6e55-45aa-8567-38459f6bbe8c,pending_approval,2024-08-13 02:52:15.748 Z,false,2024-10-09 20:40:50.244 Z
2bee6d80-21ac-47e4-8aa3-d416f53e6321,2024-09-26 00:39:29.757 Z,2024-09-26 00:39:29.757 Z,2560bb44-4b78-4f06-aa7f-ce727b502117,expired,2024-09-26 00:39:29.757 Z,false,2024-10-09 20:40:50.259 Z
f606cb56-2e0c-4726-b73b-137e08cff45b,2024-08-14 20:14:13.035 Z,2024-08-14 20:14:13.035 Z,c846451d-0652-4a54-a5c8-28f9d24bdf09,pending_approval,2024-08-14 20:14:01.386 Z,false,2024-10-09 20:40:50.227 Z
bbc37e98-9a5f-4de9-a63a-6c9f13136f8f,2024-07-19 22:26:28.138 Z,2024-07-19 22:26:28.138 Z,effd6b13-2f41-47c2-a451-01329040ede1,bid_accepted,2024-07-19 22:26:28.137 Z,false,2024-10-09 20:40:50.250 Z
d8f49c07-4177-4767-8819-e425d7b95f04,2024-08-23 17:33:26.909 Z,2024-08-23 17:33:26.909 Z,bcb26a4f-69f8-4ca8-8aad-0c9be3a6d4a8,pending_approval,2024-08-23 17:33:26.909 Z,false,2024-10-09 20:40:50.243 Z
ca798a4d-58a9-4b4c-96b9-96ea93cfc64a,2024-08-02 18:19:46.978 Z,2024-08-02 18:19:46.978 Z,e37d2676-8e88-486c-9d28-54538596a11c,bid_accepted,2024-08-02 18:19:46.977 Z,false,2024-10-09 20:40:50.256 Z
e93d5d3d-9519-44ed-8dc0-7fce9eb557df,2024-08-21 21:39:44.878 Z,2024-08-21 21:39:44.878 Z,8eb5cf0a-a431-4e4c-854a-ecbaae5a5135,bid_accepted,2024-08-21 21:39:44.878 Z,false,2024-10-09 20:40:50.249 Z
7c54d8d7-9175-412d-9ea6-b53cf91891f5,2024-08-08 04:00:52.310 Z,2024-08-08 04:00:52.310 Z,2c7301ee-cdea-4916-87a4-b60f6dc91d81,bid_accepted,2024-08-08 04:00:52.310 Z,false,2024-10-09 20:40:50.257 Z
3047f125-3450-4b31-b5ce-8e31f46c1458,2024-08-24 00:04:13.787 Z,2024-08-24 00:04:13.787 Z,1715cf07-4e3e-40d7-8019-a9ad6329b3fa,pending_approval,2024-08-24 00:03:57.479 Z,false,2024-10-09 20:40:50.240 Z
1395f8a5-188b-460c-bd58-f54d6e70c5db,2024-07-31 06:51:45.812 Z,2024-07-31 06:51:45.812 Z,f68284dc-b72f-46d9-95c6-42445490c0ab,pending_approval,2024-07-31 06:51:45.811 Z,false,2024-10-09 20:40:50.254 Z
97b9de0d-4139-4a0c-819c-060bdb3ffbe0,2024-08-23 17:42:48.170 Z,2024-08-23 17:42:48.170 Z,3649f541-40e4-4415-a34a-2953c42952bb,bid_accepted,2024-08-23 17:42:48.170 Z,false,2024-10-09 20:40:50.245 Z
9f36bf9b-1917-4321-9668-488692fa31e6,2024-08-14 22:22:52.463 Z,2024-08-14 22:22:52.463 Z,67af42e5-fe1c-4378-bdcf-c776229de720,cancelled,2024-08-14 22:22:52.463 Z,false,2024-10-09 20:40:50.241 Z
607826c5-3c30-4582-8892-b848a0be02c5,2024-09-27 17:56:44.678 Z,2024-09-27 17:56:44.678 Z,63e79c1c-33d0-4eac-be00-a9a581b23fcb,bid_accepted,2024-09-27 17:56:44.678 Z,false,2024-10-09 20:40:50.259 Z
e65a5a56-eaa5-4475-ba5b-1f14c21980ed,2024-07-19 15:21:33.484 Z,2024-07-19 15:21:33.484 Z,14b7eaf6-ad33-48f3-aa42-69d85dc2d177,bid_accepted,2024-07-19 15:21:33.484 Z,false,2024-10-09 20:40:50.248 Z
96da8f68-5af5-4e45-951d-09f1f87c9e09,2024-07-27 05:09:17.745 Z,2024-07-27 05:09:17.745 Z,966c5152-49ba-4752-bfe2-a2a9a64c497d,bid_accepted,2024-07-27 05:09:17.745 Z,false,2024-10-09 20:40:50.252 Z
d8b2817c-6a10-4090-8ec1-b6f290ce27dd,2024-07-15 17:57:51.703 Z,2024-07-15 17:57:51.703 Z,9948438c-0dfc-474a-9730-ee7c7903c2c7,bid_accepted,2024-07-15 17:57:51.703 Z,false,2024-10-09 20:40:50.246 Z
52db079e-cb18-49e7-9381-efff4a076d0e,2024-07-30 15:10:10.048 Z,2024-07-30 15:10:10.048 Z,b7a85bf3-4660-4867-a42d-e9fa6dd26bb7,bid_accepted,2024-07-30 15:10:10.047 Z,false,2024-10-09 20:40:50.253 Z
3a4cb738-3a35-49a2-b1c1-2d902171f111,2024-07-25 16:39:07.372 Z,2024-07-25 16:39:07.372 Z,34771dfe-45d5-4267-8191-f255116a7d67,bid_accepted,2024-07-25 16:39:07.372 Z,false,2024-10-09 20:40:50.252 Z
8a64e997-9e00-4276-b753-43a0ac650887,2024-07-30 23:06:29.058 Z,2024-07-30 23:06:29.058 Z,5aa10ea0-502f-4ae1-991c-e4e6f8b20944,cancelled,2024-07-30 23:06:29.058 Z,false,2024-10-09 20:40:50.254 Z
630c66a2-f488-45ab-9ed1-b0beb442e4bf,2024-08-22 19:15:17.586 Z,2024-08-22 19:15:17.586 Z,bcb26a4f-69f8-4ca8-8aad-0c9be3a6d4a8,bid_accepted,2024-08-22 19:15:17.586 Z,false,2024-10-09 20:40:50.249 Z
1509ad89-034d-4d54-a26e-64db75880169,2024-07-29 13:46:41.663 Z,2024-07-29 13:46:41.663 Z,847d127a-b2cb-45d1-a65a-e50ae6dd4446,bid_accepted,2024-07-29 13:46:41.663 Z,false,2024-10-09 20:40:50.253 Z
034cb0dc-37a3-46c7-b6ef-2b784f1f55b7,2024-07-18 20:34:10.914 Z,2024-07-18 20:34:10.914 Z,8a10de60-5dff-4284-af6f-0537219d3de2,cancelled,2024-07-18 20:34:10.914 Z,false,2024-10-09 20:40:50.248 Z
aed233d3-7bef-48b0-a3a9-883970cd9480,2024-08-07 14:48:38.212 Z,2024-08-07 14:48:38.212 Z,74632b11-38c3-4c3d-be3f-45206024dd6a,bid_accepted,2024-08-07 14:48:38.212 Z,false,2024-10-09 20:40:50.257 Z
260b3918-c1d3-433c-8a08-fbfe97ff81c2,2024-07-31 01:06:48.010 Z,2024-07-31 01:06:48.010 Z,6c06e662-bd37-432c-b848-7d0012b20d5e,pending_approval,2024-07-31 01:06:42.088 Z,false,2024-10-09 20:40:50.254 Z
56bdf15c-6984-401f-b50c-04b267abfaac,2024-08-14 22:48:41.675 Z,2024-08-14 22:48:41.675 Z,967b2563-2300-484c-a996-c3840c15f84c,pending_approval,2024-08-14 22:48:25.680 Z,false,2024-10-09 20:40:50.241 Z
2a85b465-d69f-4bdd-a5da-31f65b45e99a,2024-07-23 16:29:10.135 Z,2024-07-23 16:29:10.135 Z,d1da75a1-7f62-4930-8387-9d00f819e7c6,bid_accepted,2024-07-23 16:29:10.135 Z,false,2024-10-09 20:40:50.251 Z
eb249a3e-4fce-46a6-8764-7dbde0e26004,2024-08-09 01:32:12.559 Z,2024-08-09 01:32:12.559 Z,7e7977b2-727a-463b-bbb3-be08b1da0519,bid_accepted,2024-08-09 01:32:12.559 Z,false,2024-10-09 20:40:50.258 Z
