ID,BID_ID,STATE,TRANSFER_METHOD,INSERTED_AT,COMPANY_ID,NUM_SHARES,PRICE_PER_SHARE,GROSS_PROCEEDS,_FIVETRAN_DELETED,_FIVETRAN_SYNCED
e0128bad-3f14-4d7f-9187-76e10804c381,60be16cd-83a3-42ba-abd9-6a11d3f2cb10,cancelled,direct,2024-07-16 16:02:15.949 Z,f87dbfa2-0065-4693-9ae7-32e6ee8471af,4165,204,849660,false,2024-10-09 20:40:47.584 Z
061e6783-ddc6-49e7-896e-1843f501c7d1,ee5e7315-4292-4e23-8780-019d09aca66c,bid_accepted,direct,2024-08-09 18:07:53.295 Z,62b3f269-d33b-482e-895f-71621b808c00,6695,311,2082145,false,2024-10-09 20:40:47.562 Z
98650fcb-bc45-4c59-a2a2-10af17d35cf1,7f34e692-e876-4d8c-a98b-5b6bfeed9c94,cancelled,forward_contract,2024-07-25 02:10:52.690 Z,b9a95b5d-30be-4703-a484-28f3c3753491,1582,94,148708,false,2024-10-09 20:40:47.584 Z
f4c502f6-32f2-4525-af06-d2c7b7c34133,f650f8a8-4b3b-4243-9da3-176beca363a2,bid_accepted,forward_contract,2024-08-21 18:39:43.103 Z,8243e37b-2c48-494b-9da7-f2aab4ee1219,8565,390,3340350,false,2024-10-09 20:40:47.584 Z
2409e601-eb0b-4ca7-ab1e-9a494d5206e5,158a9c9c-8cd9-4f93-b507-3926924927a1,cancelled,forward_contract,2024-08-12 14:04:21.052 Z,83c8e8cd-77f1-4c48-bd84-73bc9df2310d,5835,274,1598790,false,2024-10-09 20:40:47.571 Z
a94d87b2-862e-45ed-8dc0-13df011d535b,c7b4ab63-3014-4e3e-aa26-3c502f2b280f,bid_accepted,forward_contract,2024-08-26 22:25:04.497 Z,795fc616-9c92-4438-966e-eb246ce871a9,1220,79,96380,false,2024-10-09 20:40:47.574 Z
fb601dc3-07aa-460d-91e9-fb8f0d7ad0d6,ed69fdda-c257-4227-9127-691604db2e50,cancelled,direct,2024-07-25 21:24:05.536 Z,cad4e4e7-b88e-4618-ad46-2219e3a06467,8543,389,3323227,false,2024-10-09 20:40:47.584 Z
0d8ba877-3c7d-4798-ac0e-08447958596b,7ab2ea61-1ba1-4911-a8af-44b9d5625c03,expired,direct,2024-08-23 17:41:40.635 Z,a75bf264-04cb-47bd-9757-52a702576086,8585,391,3356735,false,2024-10-09 20:40:47.585 Z
bdc75eba-5325-4db2-bb9b-e073125b5dcb,d4bb1279-c637-4e31-bfa3-6e7c76e26ff6,pending_approval,direct,2024-07-13 00:11:02.834 Z,dd6b7ef2-dbec-4f33-ad16-656d26d60eba,3805,188,715340,false,2024-10-09 20:40:47.570 Z
2e2c7d33-ab5f-4b9b-a727-0d6a6aaa9893,1c6bc27a-9b54-456c-beea-58d4e6fc843f,pending_approval,direct,2024-08-10 19:04:31.380 Z,c8f501f5-9b6e-483c-bcc9-9ec385632870,4875,234,1140750,false,2024-10-09 20:40:47.572 Z
1f769232-0ab6-4a2f-bfad-b75ee5578586,3a5aecc5-722a-4708-bd79-9dd0f9035550,expired,direct,2024-08-26 18:44:55.960 Z,a391b53c-a46f-4eb6-b117-1104e7b8a717,2622,138,361836,false,2024-10-09 20:40:47.586 Z
7047f93d-a35c-401f-a720-8298c8b55856,001332d9-453f-40c1-a23d-0dd862cd6425,pending_approval,direct,2024-08-11 12:22:25.733 Z,bc5a8ee9-ab1a-4664-bf73-9a8564d6a425,4379,213,932727,false,2024-10-09 20:40:47.575 Z
ba3b4e4b-f39b-4753-8f5b-485124345c36,9fb62950-e096-4cb2-86a6-12e8040e503b,pending_approval,direct,2024-07-18 19:46:20.776 Z,52f02058-00cc-43d1-a74b-8537919c6f7d,988,69,68172,false,2024-10-09 20:40:47.573 Z
75e8ba0e-764d-4992-a5d4-7fec57eab8e4,e41c93a1-d356-48bc-8925-853db9c423dc,closed_paid,forward_contract,2024-07-18 14:35:23.981 Z,305aedf7-b6e7-4731-acf2-db2c1081be6f,9799,442,4331158,false,2024-10-09 20:40:47.528 Z
d3cabf70-d3e0-4296-a224-2c21614e3359,9be4ce2c-86eb-4668-b62d-3902eb540b81,cancelled,direct,2024-07-24 00:40:30.307 Z,4197ef23-8049-4bac-b112-dc16768b2bf3,3017,155,467635,false,2024-10-09 20:40:47.582 Z
d83e21f8-a6b8-4ac1-a940-010f4d1af72c,60a1e8cf-7e07-48cd-b3b0-42863ba93d85,expired,direct,2024-08-22 19:04:52.515 Z,c25005d9-b95c-4f1e-9b36-ca361e5ff752,1281,82,105042,false,2024-10-09 20:40:47.585 Z
480eb68f-5e5e-454f-b711-1724164335fc,c7d05166-87ab-41b0-8705-e00bcefa1181,cancelled,direct,2024-09-26 20:31:25.658 Z,94fac467-be50-4536-997f-ffd7f41db9f8,371,43,15953,false,2024-10-09 20:40:47.586 Z
eb1d3232-6a6b-4ef7-8e29-0c90e43ee39f,623fb3f3-46e5-4b44-8b81-d1b4b521c01b,cancelled,forward_contract,2024-07-23 19:15:05.001 Z,39fdba72-ff91-4d6b-abc5-f32bc0b11d8e,9196,416,3825536,false,2024-10-09 20:40:47.581 Z
7b349a03-ef6b-4f44-b3e3-889dfca37ce9,7490376c-8b31-40bb-a7b1-ddddbefffaab,cancelled,forward_contract,2024-08-11 16:59:08.101 Z,e6e6b4f2-a97a-461a-8748-79d97c5f5db2,881,65,57265,false,2024-10-09 20:40:47.581 Z
459e6d7d-19c8-4b10-b3f1-af8c5952a072,9b1d469f-687a-4f9a-b1cb-015032e2cb01,bid_accepted,direct,2024-08-24 21:24:57.556 Z,3202c20d-aed5-482a-a749-9bd4d42a1bc9,2036,114,232104,false,2024-10-09 20:40:47.584 Z
04d52561-c54b-4ff4-acc5-7c82c78be2ff,c31440ad-49fe-4255-9fc2-dd7460832f0a,bid_accepted,direct,2024-08-02 02:08:17.443 Z,5c8783e4-9665-418f-9600-0aed5f7b4452,1068,73,77964,false,2024-10-09 20:40:47.582 Z
ee6fe5be-14ae-4462-94b9-d12a2ffb8046,c79ecc55-1388-4b73-a433-f3c9bcda6abe,cancelled,direct,2024-07-17 19:22:52.696 Z,e0ae6db0-99ab-46db-9f50-98a16deab8cb,8600,391,3362600,false,2024-10-09 20:40:47.568 Z
21f393c7-38c4-4279-8051-2bde81364457,119c6726-db36-4e90-8806-c78bd5018057,pending_approval,direct,2024-08-01 23:11:17.907 Z,a9a3f4ae-9477-4212-90d2-a3c0c53f3770,2535,135,342225,false,2024-10-09 20:40:47.581 Z
ed10b8cb-72a3-441b-b396-17f437d59677,6412763d-5bc2-4b53-8dd6-ec36575ce4a4,pending_approval,direct,2024-08-27 19:08:55.733 Z,1e13bd3d-4d23-484e-ad36-7416f3ce2be4,5472,259,1417248,false,2024-10-09 20:40:47.585 Z
b94e4eb2-72e8-4240-b5ff-267b946f84c5,2edae1ec-57d0-48bf-b49c-685b85e1b08f,cancelled,direct,2024-07-24 23:45:20.726 Z,6af8d0ac-10ee-4bc9-bbb3-d214d06eaf89,3560,178,633680,false,2024-10-09 20:40:47.583 Z
208e86f0-1e46-44d7-b1ea-be3a9e0b4b1f,2f115d01-fb4d-46fe-ac94-fd6a09284b87,pending_approval,direct,2024-08-17 22:19:38.078 Z,ce196cf5-9945-4bcc-890a-89971a95eca3,8487,386,3275982,false,2024-10-09 20:40:47.584 Z
8c51d756-e39c-4f40-96e0-454dbab370f1,522cdc66-2d32-4a4c-9039-be61e48cbcb0,cancelled,unknown,2024-07-23 21:58:05.548 Z,4c6235c6-d9d5-435c-a89e-1df8c17fc3cf,7113,328,2333064,false,2024-10-09 20:40:47.535 Z
d4631e22-bee6-447c-83dc-4f1cec06fac0,4ce1ed42-a676-4635-8859-d7f1c65388ed,expired,direct,2024-08-23 16:05:54.784 Z,3d72e93c-69aa-4eaa-814f-8453dc2963f3,7398,340,2515320,false,2024-10-09 20:40:47.586 Z
55e8a64f-b3df-4040-9eb3-678ede62afa3,9f6f280e-b8f0-46a9-87c7-8877d04b90ee,expired,direct,2024-08-26 17:27:36.112 Z,eb364ddb-d3f4-437e-b724-bf4309c480af,835,63,52605,false,2024-10-09 20:40:47.586 Z
41feb72a-932e-438d-aff8-4b1e259eec26,cf40a1f3-b94d-4c08-a496-3dcf4177fadf,pending_approval,direct,2024-08-01 14:50:32.440 Z,b0212f68-2cb2-4be9-b2a0-284bdb2c2696,7867,360,2832120,false,2024-10-09 20:40:47.575 Z
3e52f8ea-a7ad-46a8-9bdf-74f9e6c99e17,fc71a0ba-ced9-4c88-a20b-0b41fcab6b6c,cancelled,direct,2024-08-12 03:08:45.034 Z,e4006d6a-596f-4f68-ba82-4cc3aae64042,5013,239,1198107,false,2024-10-09 20:40:47.516 Z
c73725e1-9d52-490c-a3c0-e702d3872003,0fa508f4-2bab-4551-9192-03043e6508a3,closed_paid,direct,2024-07-30 01:08:27.852 Z,9c9e229f-2085-4e0a-9c1e-d9e3d267edb6,4512,218,983616,false,2024-10-09 20:40:47.584 Z
df96bb61-1f2c-4e6a-9354-2d580f8eb854,efbdbfee-5cf0-4a84-b618-08f5620ac1e2,bid_accepted,direct,2024-08-09 20:36:51.994 Z,0d1ade2e-a2fd-4741-be2d-ca4cf238c2fd,6174,289,1784286,false,2024-10-09 20:40:47.566 Z
05d89e43-eaed-4b45-893f-704d4b9e2ef6,5a42ce14-44c9-4d12-9447-47a7101e8b0b,pending_approval,direct,2024-08-12 23:57:44.964 Z,b904f47d-41f6-4590-9ab4-70adc77f1d6e,7505,345,2589225,false,2024-10-09 20:40:47.582 Z
eacdc4ec-ca3f-4d14-8a0d-9cb465ed4d74,354e5909-0f12-4fc2-a164-74c8c0d90a27,bid_accepted,direct,2024-10-07 16:47:55.560 Z,eb513f3a-c550-4e77-bb16-35f5b404a1bb,1617,96,155232,false,2024-10-09 20:40:47.586 Z
77f9994c-db14-4099-b856-73d417b843a7,f2b5242f-43aa-4ef9-85c3-db7e0a2faf82,pending_approval,direct,2024-08-16 00:16:08.787 Z,18c36405-5147-4a13-8416-9aa7ba9c21ae,1595,95,151525,false,2024-10-09 20:40:47.583 Z
0221297c-a46b-4daa-879c-0067f59da9f1,b6d2c4fc-5c16-43d7-a15c-7f27b9cca0ec,expired,direct,2024-07-30 20:00:13.115 Z,0f667191-2850-4def-ad57-0dd5127c6e90,6577,306,2012562,false,2024-10-09 20:40:47.577 Z
5e504ecd-cb15-4e94-ae9f-08f26882457f,10af8103-b279-4dfa-94ee-c938d70ed5c6,pending_approval,direct,2024-08-21 17:08:35.448 Z,eeac17c4-43e8-4e59-9f85-dc1a7ac236f8,2031,113,229503,false,2024-10-09 20:40:47.583 Z
e9ac9838-f02f-49fd-8be3-c41386bbf5a0,9b1d68e1-d2ab-4c17-9025-ed430a177a60,cancelled,unknown,2024-07-31 21:34:32.564 Z,bb7a0e68-6c5d-4b95-ad85-0992bb40c4e1,3537,177,626049,false,2024-10-09 20:40:47.581 Z
809f7f24-ac52-4b7e-94af-3a5beb588069,1a336b20-4068-4805-a49b-49bec78602b5,bid_accepted,direct,2024-09-27 18:39:36.132 Z,ede47d3a-edb4-4548-9afe-3d970e9dec55,384,44,16896,false,2024-10-09 20:40:47.586 Z
029d024e-e0c9-4835-be57-3148e06ce04c,68ce987a-b78c-47c8-9f3a-2d5c991e72c9,expired,direct,2024-08-27 15:00:19.409 Z,ee45a586-f556-4e39-9b59-073ebfa1cea9,1331,84,111804,false,2024-10-09 20:40:47.586 Z
3a389998-cd99-4881-a20d-c717b617b49c,6571f807-2f6a-48de-a36f-2bfb7399e9a2,pending_approval,direct,2024-08-02 17:53:53.737 Z,f1e5a780-eceb-4c39-9133-a01dbeca7ec4,1295,82,106190,false,2024-10-09 20:40:47.584 Z
ebabd3c9-3147-4986-ba57-dad18f81528a,9f051c5a-3db5-4143-8c0d-5675d2e185b6,expired,direct,2024-09-26 16:22:08.701 Z,60879722-5741-4a2a-8cfb-323b02d67242,5164,246,1270344,false,2024-10-10 17:59:45.236 Z
21d6a703-d6c1-4e70-8aca-b0cb4fb18448,b3f0697b-941d-4adf-afcc-7485fb79b26a,closed_paid,forward_contract,2024-07-18 04:19:43.371 Z,95d31f4d-7279-4445-b4e5-4b02f4d92ee3,3243,165,535095,false,2024-10-09 20:40:47.524 Z
85e09e21-60b9-4c06-9e0b-1834eb854e28,c1356668-838d-49b2-8dce-43268a56bf44,pending_approval,direct,2024-08-22 14:47:48.287 Z,5c97c0dd-4ae6-403c-ac61-7d13104f539c,4192,205,859360,false,2024-10-09 20:40:47.571 Z
a263721c-5504-4a05-818b-9141ed960af2,06159dd5-4ced-418a-a245-0c90a76d3811,approval_declined,direct,2024-08-04 14:41:58.511 Z,b4457d02-a473-4d74-b5a2-b51f7d86b219,3649,182,664118,false,2024-10-09 20:40:47.577 Z
39b94209-1b65-4c31-8581-495dfe9b48a7,2ec887a5-d9f5-4d84-9887-dd7832ab7798,pending_approval,direct,2024-07-29 04:30:13.329 Z,ad436ef9-6adb-4b38-a2a3-6e7c3cc31b92,3450,173,596850,false,2024-10-09 20:40:47.585 Z
152717e8-9e2c-417c-bc94-95c6365b429f,6154e949-4874-4e5a-9b85-a0428aa32622,expired,direct,2024-07-23 16:04:11.721 Z,1a861900-c90b-42a7-8b90-8a7ce9e7dcc1,5293,251,1328543,false,2024-10-09 20:40:47.572 Z
c15f3a5c-659b-4499-ad94-4a470e55d98f,e31a9da4-61e8-4abf-a983-7e3273e55d8c,bid_accepted,forward_contract,2024-10-04 18:29:11.401 Z,c6dbaea3-3a40-4ef4-a8b2-f12fb6b47e82,8928,405,3615840,false,2024-10-09 20:40:47.586 Z
b6e6dea6-5df6-4cf9-819f-1c3d4532a044,05941fbf-afe4-4d00-a75a-db7c22155d03,cancelled,direct,2024-08-03 18:44:34.111 Z,dd11638b-e7a3-4a37-b7a5-43f7394ed857,7191,332,2387412,false,2024-10-09 20:40:47.519 Z
9c5d4887-e68d-43a6-a6c4-1c279cd2fee4,5a284946-633d-4951-92e9-727e111af2eb,pending_approval,direct,2024-08-23 01:34:46.552 Z,e3724203-a60c-445e-8c89-4aad8ee482d2,1544,93,143592,false,2024-10-09 20:40:47.584 Z
6045a5db-9b33-4d5a-933a-22f6d24f7d1e,1fe84c7a-9f9d-4986-9671-b7a20c32f1e3,bid_accepted,direct,2024-08-26 06:14:49.367 Z,56fd8883-36a9-4f8b-bab0-5b5b5e8a3b9f,5221,248,1294808,false,2024-10-09 20:40:47.581 Z
c317618f-dc3b-45d0-9384-11e844607bfc,43508388-317d-46cd-ae80-8e8df12c2607,cancelled,direct,2024-07-27 14:35:57.234 Z,2de90ebf-ec0c-455e-a0c7-7f7108b126c8,1046,72,75312,false,2024-10-09 20:40:47.585 Z
b6c218a7-cfd0-4018-8649-e4996410db73,a8990a79-8a14-45cc-8a8d-5557c2147586,expired,direct,2024-07-23 16:23:27.388 Z,d9e397fa-dcd2-4a4a-be2f-f39afacd5c8e,5676,268,1521168,false,2024-10-09 20:40:47.580 Z
7e0242d3-c0e9-42ac-80de-6bb5321297f1,8987eb2d-1941-48ec-b4f4-028446bf5e17,cancelled,forward_contract,2024-08-09 20:18:50.747 Z,03bb7150-174e-4442-8212-eca1c7544a03,699,57,39843,false,2024-10-09 20:40:47.569 Z
3286f02a-9edf-419f-bac6-7dcf27c5b4b6,e403fe99-5648-47bf-abfd-e037e0769308,expired,direct,2024-07-24 21:16:44.911 Z,683c24e0-88df-48f0-b050-037df136bcaf,3726,185,689310,false,2024-10-09 20:40:47.583 Z
d65fe873-0691-481d-931d-5e94cea40877,f80e4e07-680a-4430-93ad-208d5aa05043,pending_approval,direct,2024-07-31 17:06:16.499 Z,e494a357-bfe1-4dd4-a9dd-e86239b114ac,7232,333,2408256,false,2024-10-09 20:40:47.583 Z
7a00946b-3254-414a-9e41-dca4840f1c19,0f11d144-cd39-4718-9841-a94c969d9a23,cancelled,direct,2024-08-02 17:42:40.235 Z,2b7f3734-9556-41f2-9a3d-13e41f173cee,6775,314,2127350,false,2024-10-09 20:40:47.583 Z
d7c4a9a6-47ac-4f90-88d7-9f77913654dd,c50a0cbb-e7a0-44ed-a026-ec113c7f826c,pending_approval,direct,2024-07-29 19:31:07.813 Z,c435770d-a2d0-4137-9415-34de8ea53f67,3383,171,578493,false,2024-10-09 20:40:47.582 Z
34aa5785-f03e-48d7-ba48-3c26a3241e28,37ed8b5c-e5ec-4fc3-bf4f-32b5951c1428,expired,direct,2024-08-21 10:51:16.609 Z,f329f139-3b16-459a-ada9-89add195ad66,7548,347,2619156,false,2024-10-09 20:40:47.586 Z
847d127a-b2cb-45d1-a65a-e50ae6dd4446,f1e29aaf-076f-4447-bede-1718fc38a150,cancelled,forward_contract,2024-07-29 13:46:41.651 Z,192e1fe3-3f47-4107-b23f-ac0cc48f14e4,6756,313,2114628,false,2024-10-09 20:40:47.585 Z
e28f3c15-39df-41f2-9a16-92de4a4adc03,5309b13b-0acc-4e95-9395-396e94d0ac2b,cancelled,direct,2024-07-18 01:48:40.424 Z,1efebe0b-246a-44f1-abd5-a2f20f112fe6,4859,233,1132147,false,2024-10-09 20:40:47.579 Z
b6888864-c2bb-44e3-84f3-3ea846b12703,ba6d9253-b157-47fa-8ce3-1f84883779d5,pending_approval,direct,2024-07-18 17:10:56.060 Z,4d5b808e-3a3d-4750-9680-afb0321038d7,6523,303,1976469,false,2024-10-09 20:40:47.581 Z
0d73805e-0859-4c51-a7c4-ef22015d3fbf,e536d494-4646-4a87-bb96-f726d51d8abc,bid_accepted,forward_contract,2024-08-23 04:57:57.118 Z,3e393759-69c7-4842-8d3e-51cf45a13ae6,1092,74,80808,false,2024-10-09 20:40:47.584 Z
ea6b54df-820d-46d1-8dab-a659082eb15c,e186ad2b-e1a2-4602-90fa-a4ad7c22d74d,pending_approval,direct,2024-08-10 13:17:44.522 Z,a055e705-9a3d-405e-9157-7e1c11a17175,7519,345,2594055,false,2024-10-09 20:40:47.569 Z
510b60c3-e0e7-4682-838b-167ceb522d43,d841e611-70cf-4f61-b6ac-4fddf8c4999a,pending_approval,direct,2024-07-22 20:57:35.541 Z,4a52e338-996a-4234-b7b7-a88247c22684,5297,252,1334844,false,2024-10-09 20:40:47.567 Z
f0046509-eb90-4198-a460-2671d3406d47,8bf72d0e-101c-4ff8-b9ee-8f3bbe8b7494,cancelled,direct,2024-07-27 05:23:58.026 Z,09b98637-3502-423d-9c1c-072490d674a7,4589,222,1018758,false,2024-10-09 20:40:47.585 Z
56b57316-a4aa-46d8-9509-25dc84a159e0,c62ead6f-9f80-40ad-8541-69bdb85a4d98,closed_paid,direct,2024-07-18 20:48:00.615 Z,f26493aa-0dd1-4c88-ad78-704019167e62,4937,236,1165132,false,2024-10-09 20:40:47.577 Z
fa3627f2-8181-4e73-99b4-ee69cc8ef571,d5f54483-8f82-46a0-91bb-4925f86da78b,bid_accepted,direct,2024-10-09 20:30:52.249 Z,6e926266-d5d0-44b3-ab76-348732f2a164,3300,167,551100,false,2024-10-09 20:40:47.587 Z
3938fb85-1e60-4c33-b43c-db5046113ff4,b23226c7-bcca-4749-81da-40691f8a214b,closed_paid,direct,2024-07-16 15:38:38.351 Z,b672cae1-b18b-40ff-8c6c-058e144f8d74,7300,336,2452800,false,2024-10-09 20:40:47.585 Z
00eebdd8-06c7-4230-8520-3a840d230d8a,f577820f-739e-4f62-812f-fafd3c78cc24,bid_accepted,direct,2024-10-07 16:41:34.912 Z,685852b6-eef1-4462-a539-f449ec16ff73,2750,144,396000,false,2024-10-09 20:40:47.586 Z
e211d500-6b4f-43c7-a7d5-7540e892469f,8b1eb0bf-0ad5-4e3c-ac87-5096c20266c1,cancelled,direct,2024-08-01 13:45:23.323 Z,9e357e82-fb11-4fd5-8585-71d38ed6359d,8857,402,3560514,false,2024-10-09 20:40:47.568 Z
b207d403-f521-4d48-bdc3-e32aafe588fa,ec767a93-831d-4011-a1ae-7f25f6c61c30,pending_approval,direct,2024-07-25 06:04:47.884 Z,ae609899-c763-46bf-bd63-0231c8262330,8321,379,3153659,false,2024-10-09 20:40:47.583 Z
5dbfde4d-ac85-4515-8fa1-e1c0724bc2e3,09dd202b-4b71-4095-9fe5-b7b8b4fc8615,closed_paid,direct,2024-07-18 00:52:12.580 Z,ea8496b1-fdec-48fe-9edd-fd74935f6bdc,9054,410,3712140,false,2024-10-09 20:40:47.578 Z
f53cba71-3e01-4bcf-8dd1-b188b31d0f3e,c2966875-b7fd-48ce-9e50-78b2734ef402,bid_accepted,direct,2024-10-04 19:42:13.725 Z,d657f32f-b782-438d-9a29-0475d254b5ae,8887,403,3581461,false,2024-10-09 20:40:47.586 Z
2b9a04e1-4025-49d4-bf95-63cc452d2732,856769b7-dcf7-4a92-9b76-3caf0a1c21e9,pending_approval,direct,2024-07-17 16:37:43.413 Z,8cc37828-25f0-4739-9a60-f9a360264709,2814,146,410844,false,2024-10-09 20:40:47.536 Z
75b9a8e2-0b3f-4919-893b-1e2e92ed2bd6,20872290-f8dc-438f-8146-04ecc1707039,pending_approval,direct,2024-07-30 18:57:02.436 Z,b63e3d7f-c043-4c41-816b-0ec15b9db77c,7158,330,2362140,false,2024-10-09 20:40:47.582 Z
3ea241df-95e5-4d33-9762-4883541922e8,a27367b8-3291-4f6a-bd53-28ab210298f1,pending_approval,direct,2024-08-12 20:30:17.473 Z,036f39cd-e337-47c2-b60d-2dc198593bb7,2092,116,242672,false,2024-10-09 20:40:47.581 Z
98e74785-7216-4fac-967d-0f3a9349ef65,35b83788-1882-4a09-93c1-652286b3940a,expired,direct,2024-07-19 19:08:32.228 Z,63c4bd3e-d6b3-46db-b492-10a90ab898b2,9974,449,4478326,false,2024-10-09 20:40:47.517 Z
e7a0bcb9-44a6-43ac-91d4-1efdc6ac7d55,7d427074-32b2-4f03-af51-985bb51e8054,cancelled,direct,2024-08-06 15:20:17.534 Z,8714be44-e48d-4d7b-93a3-894dec80eb08,5839,274,1599886,false,2024-10-09 20:40:47.579 Z
14b7eaf6-ad33-48f3-aa42-69d85dc2d177,14c68fb4-4828-417c-b74f-dd0d42cdd4fb,cancelled,direct,2024-07-19 15:21:33.475 Z,67491be8-b06f-4b00-a69c-15699ef72893,888,65,57720,false,2024-10-09 20:40:47.583 Z
0c5ae407-9acd-4729-bcc1-b70dcd1bc604,66b8b80f-b123-47d2-974c-110398a9d86b,bid_accepted,direct,2024-09-27 18:41:36.551 Z,6800678f-581f-4f30-bd25-bfb216bbeda6,9388,425,3989900,false,2024-10-09 20:40:47.586 Z
a34dd7de-00fc-44da-b52a-2c91c4417889,6be5cb1c-9cde-4768-a863-0dfa53903869,expired,direct,2024-08-26 15:15:14.489 Z,65faa5d6-03f9-4db2-8bfb-66ee26056dba,8185,374,3061190,false,2024-10-09 20:40:47.586 Z
4a019fe8-6e49-48af-b3b6-bf836dd3e15f,e156a35d-21eb-407a-a1d6-dff373763565,expired,direct,2024-08-26 21:41:38.812 Z,a1bfe2cd-5578-4dd2-b1db-9bde9173edae,7996,366,2926536,false,2024-10-09 20:40:47.585 Z
6ad1cc34-fb3c-4b7f-ac6f-2d69990065aa,72d73295-1879-46db-806b-2f5ddee2e19c,bid_accepted,direct,2024-07-19 15:20:10.668 Z,ba39007f-f458-4faf-b15f-0c74078e0899,5336,253,1350008,false,2024-10-09 20:40:47.584 Z
58dbe852-6a79-4694-a5fe-f727f3dcb55c,453888c0-b648-4660-bae0-75d683744857,expired,direct,2024-08-24 15:34:41.994 Z,d56d809d-4f85-4c09-840c-9952be536108,3472,174,604128,false,2024-10-09 20:40:47.585 Z
a913d5d8-1031-4cc5-986e-bed43987627c,71527ecf-e483-40b0-9d09-bbed48fd89f5,expired,direct,2024-08-21 20:19:59.149 Z,d9be5323-f307-415e-a002-a115d24f4ef4,3332,168,559776,false,2024-10-09 20:40:47.586 Z
17c258b6-2da2-4971-a421-5c9ecb490e50,56e576e3-12b9-43b2-89f6-b7fd69207987,pending_approval,direct,2024-07-25 17:26:11.425 Z,a1db1bee-9228-4b1f-b519-dce5bbc3d1dd,5235,249,1303515,false,2024-10-09 20:40:47.585 Z
296b864b-ee0b-46dc-9113-0147767d9d38,4721bf76-e30e-4003-a5c5-712135e40681,closed_paid,direct,2024-07-23 15:35:14.079 Z,e0081ec8-296a-4988-8587-5d8056ba1764,2527,134,338618,false,2024-10-09 20:40:47.582 Z
a4b5bafc-dca4-4ed9-8acd-9d9f52bab95b,908957b1-fbc9-49a1-b890-6c0318578a88,bid_accepted,direct,2024-10-09 19:37:14.342 Z,a2bf0f4e-e767-42bc-b5fb-38246856946a,8659,394,3411646,false,2024-10-09 20:40:47.587 Z
